Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
20038767,HEAT SINK,HEAT SINK,散热器,4652.57,GE,,GE,600-0050-200
20038768,"BOLT, HEX HD","BOLT, HEX HD",六角螺栓,3.53,GE,,GE,600-0050-200
20038769,WASHER,WASHER,垫片,9.75,GE,,GE,600-0050-200
20038770,LOCKWASHER,LOCKWASHER,弹簧垫片,7.26,GE,,GE,600-0040-200 600-0050-200
20038771,"NUT, HEX","NUT, HEX","螺帽, 六方",24.05,GE,,GE,600-0040-200 600-0050-200
20038772,"BOLT, HEX HD","BOLT, HEX HD",六角螺栓,2.18,GE,,GE,600-0050-200
20038773,,BUS BAR,带螺钉的母线,,,,GE,600-0050-200
20038774,,BUS BAR,带螺钉的母线,,,,GE,600-0050-200
20038775,SENSOR,SENSOR,传感器,1442.89,GE,,GE,600-0040-200 600-0050-200
20038776,SCREW,SCREW,螺钉,269.4,GE,,GE,600-0050-200
20038777,BUS BAR,BUS BAR,母线,560.33,GE,,GE,600-0050-200
20038778,BUS BAR,BUS BAR,母线,816.59,GE,,GE,600-0050-200
20038779,BUS BAR,BUS BAR,带螺钉的母线,462.11,GE,,GE,600-0050-200
20038780,BUS BAR,BUS BAR,母线,675.82,GE,,GE,600-0050-200
20038781,SUPPORT,SUPPORT,支撑,297.99,GE,,GE,600-0050-200
20038782,RECEPTACLE,RECEPTACLE,插座,567.39,GE,,GE,600-0050-200
20038783,SCREW,SCREW,螺钉,15.13,GE,,GE,600-0050-200
20038784,WASHER,WASHER,垫片,8.09,GE,,GE,600-0010-200 600-0050-200
20038785,LOCKWASHER,LOCKWASHER,弹簧垫片,3.53,GE,,GE,600-0010-200 600-0050-200
20038786,"NUT, HEX","NUT, HEX","螺帽, 六方",14.1,GE,,GE,600-0010-200 600-0050-200
20038787,WASHER,WASHER,垫片,18.24,GE,,GE,600-0040-200 600-0050-200
20038790,PANEL ASSEMBLY,PANEL ASSEMBLY,面板组件,,GE,,GE,600-0050-200
20038791,HINGE,HINGE,合页,918.64,GE,,GE,600-0050-200
20038792,SCREW,SCREW,螺钉,3.53,GE,,GE,600-0050-200
20038793,,SCREW,螺钉,,,,GE,600-0050-200
20038794,DIODE WITH CLAMP,DIODE WITH CLAMP,带卡箍的二极管,46224.55,GE,,GE,600-0050-200
20038795,,SHIELD,屏蔽，绝缘,,,,GE,600-0050-200
20038796,SCREW,SCREW,螺钉,4.7,GE,,GE,600-0050-200
20038797,SCREW,SCREW,螺钉,4.56,GE,,GE,600-0050-200
20038798,SEALER,SEALER,密封剂,612.51,GE,,GE,600-0050-200
20038799,CLAMP,CLAMP,卡箍,34.62,GE,,GE,600-0050-200
20038800,SCREW,SCREW,一字六角螺钉,8.71,GE,,GE,600-0040-200 600-0050-200
20038801,"PIN,SPRINGDOWEL,1/8INDIA,1/2INLONG",PIN,销,17.56,GE,,GE,600-0050-200
20038802,PIN,PIN,销,170.55,GE,,GE,600-0050-200
20038803,,BUS BAR,母线,,,,GE,600-0050-200
20038804,,BUS BAR,母线,,,,GE,600-0050-200
20038805,WASHER,WASHER,垫片,30.27,GE,,GE,600-0050-200
20038806,"BOLT, HEX HD","BOLT, HEX HD",六角螺栓,7.68,GE,,GE,600-0050-200
20038807,RECTIFIER ASSEMBLY,RECTIFIER,整流器总成,14911.03,GE,,GE,600-0050-200
20038808,RECTIFIER ASSEMBLY,RECTIFIER,整流器总成,13895.96,GE,,GE,600-0050-200
20038809,RECTIFIER ASSEMBLY,RECTIFIER,整流器总成,13108.72,GE,,GE,600-0050-200
20038810,RECTIFIER ASSEMBLY,RECTIFIER,整流器总成,13106.85,GE,,GE,600-0050-200
20038811,CABLE CLAMP,CABLE CLAMP,电缆夹,20.1,GE,,GE,600-0050-200
20038812,SCREW,SCREW,螺钉,4.46,GE,,GE,600-0050-200
20038813,CABLE CLAMP,CABLE CLAMP,电缆夹,27.2,GE,,GE,600-0050-200
20038834,LOCKWASHER,LOCKWASHER,弹簧垫片,4.56,GE,,GE,600-0020-200 600-0030-200 600-0040-200 600-0050-200
20038835,WASHER,WASHER,垫片,4.56,GE,,GE,600-0040-200
20038868,"WASHER, I/l IN",WASHER,垫片,3.95,GE,,GE,600-0040-200 600-0050-200
20038876,RELAY,RELAY,继电器,24076.2,GE,,GE,600-0050-200
20038877,,CORE,铁芯,,,,GE,600-0050-200
20038878,,ARMATURE,电枢总成,,,,GE,600-0050-200
20038879,,ARMATURE,电枢,,,,GE,600-0050-200
20038880,FINGER,FINGER,带尖端和分流器的辐臂,375.7,GE,,GE,600-0050-200
20038881,SPRING,SPRING,弹簧,48.54,GE,,GE,600-0050-200
20038882,,SPRING SEAT,弹簧座,,,,GE,600-0050-200
20038883,SPRING,SPRING,弹簧,354.36,GE,,GE,600-0050-200
20038885,FINGER  ASSEMBLY,FINGER ASSEMBLY,辐臂总成,495.53,GE,,GE,600-0050-200
20038886,,BASE,底座,,,,GE,600-0050-200
20038891,,SUPPORT,支撑,,,,GE,600-0050-200
20038892,CONTACT,CONTACT,触点,62.38,GE,,GE,600-0050-200
20038897,,MAGNET FRAME,磁心机座,,,,GE,600-0050-200
20038899,,WASHER,垫片,,,,GE,600-0050-200
20038900,SCREW,SCREW,带弹簧垫圈的螺钉,29.23,GE,,GE,600-0050-200
20038901,,WASHERS,垫片,,,,GE,600-0050-200
20038902,SCREW,SCREW,带垫片的螺钉,207.65,GE,,GE,600-0050-200
20038903,,WASHER,垫片,,,,GE,600-0050-200
20038911,CEMENT,CEMENT,密封胶,2714.63,GE,,GE,600-0010-200 600-0020-200 600-0030-200 600-0050-200
20038967,,CONNECTOR,接头,,,,GE,600-0050-200
20038968,RECEPTACLE,RECEPTACLE,插座,355.4,GE,,GE,600-0050-200
20038976,MODULE,MODULE,模块总成,100838.65,GE,,GE,600-0050-200
20038977,MODULE,MODULE,模块总成,158105.02,GE,,GE,600-0050-200
20038983,ROLLER BEARING,ROLLER BEARING,滚柱轴承,5826.27,GE,,GE,600-0010-200
20038987,NUT,NUT,螺帽,962.55,GE,,GE,600-0010-200
20038988,LOCKWASHER,LOCKWASHER,弹簧垫片,392.3,GE,,GE,600-0010-200
20038989,COLLAR,COLLAR,套圈,820.81,GE,,GE,600-0010-200
20038991,ROLLER BEARING,ROLLER BEARING,滚柱轴承,115954.55,GE,,GE,600-0010-200
20038992,ROLLER BEARING,ROLLER BEARING,滚柱轴承,115954.55,GE,,GE,600-0010-200
20038993,SEAL RING,SEAL RING,密封环,114194.3,GE,,GE,600-0010-200
20038994,RING,RING,环,68130.12,GE,,GE,600-0010-200
20038995,OIL SEAL,OIL SEAL,油封,31569.55,GE,,GE,600-0010-200
20038996,WEAR BAND,WEAR BAND,耐磨带,7538.21,GE,,GE,600-0010-200
20038997,BEARING CAP,BEARING CAP,轴承盖,106701.96,GE,,GE,600-0010-200
20038998,THRUST RING,THRUST RING,止推环,189560.22,GE,,GE,600-0010-200
20038999,SEAL RING,SEAL RING,密封环,72001.66,GE,,GE,600-0010-200
20039000,SET OF SHIMS,SET OF SHIMS,套装垫片,58844.25,GE,,GE,600-0010-200
20039001,SHIM,SHIM,垫片,270.63,GE,,GE,600-0010-200
20039002,SHIM,SHIM,垫片,323.28,GE,,GE,600-0010-200
20039003,SHIM,SHIM,垫片,597.84,GE,,GE,600-0010-200
20039004,SHIM,SHIM,垫片,357.88,GE,,GE,600-0010-200
20039005,SHIM,SHIM,垫片,398.71,GE,,GE,600-0010-200
20039006,SHIM,SHIM,垫片,554.53,GE,,GE,600-0010-200
20039010,CLAMP,CLAMP,夹具,523.87,GE,,GE,600-0010-200
20039011,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",16.75,GE,,GE,600-0010-200
20039012,WASHER,WASHER,垫片,87.03,GE,,GE,600-0010-200
20039016,PIPE PLUG,PIPE PLUG,"管接头, 方头",10.57,GE,,GE,600-0010-200
20039018,O‐RING,O‐RING,O形环,647.97,GE,,GE,600-0010-200
20039019,LOCATING PIN,LOCATING PIN,定位销,3197.25,GE,,GE,600-0010-200
20039020,HOSE CLAMP,HOSE CLAMP,管 夹具,97.7,GE,,GE,600-0010-200
20039021,"COUPLING, OIL RETURN",COUPLING,"连接件, 回油",370.31,GE,,GE,600-0010-200
20039025,HOSE,HOSE,管,666.23,GE,,GE,600-0010-200
20039026,HOSE CLAMP,HOSE CLAMP,管夹具,104.66,GE,,GE,600-0010-200
20039032,ELBOW,ELBOW,弯头,881.0,GE,,GE,600-0010-200
20039034,CLAMP,CLAMP,夹具,717.37,GE,,GE,600-0010-200
20039035,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",4.23,GE,,GE,600-0010-200 600-0020-200 600-0040-200
20039036,LOCKWASHER,LOCKWASHER,弹簧垫片,9.53,GE,,GE,600-0010-200 600-0020-200 600-0030-200 600-0040-200
20039037,FILL CAP,FILL CAP,油箱盖,1300.54,GE,,GE,600-0010-200
20039038,PLUG,PLUG,接头,35.86,GE,,GE,600-0010-200
20039039,PIPE PLUG,PIPE PLUG,管接头,102.66,GE,,GE,600-0010-200
20039040,MAGNETIC DRAIN PLUG,MAGNETIC DRAIN PLUG,磁堵头,2566.25,GE,,GE,600-0010-200
20039041,PIPE CAP,PIPE CAP,管接头,108.15,GE,,GE,600-0010-200
20039042,CONNECTION STRAP,CONNECTION STRAP,连接带,5157.61,GE,,GE,600-0010-200
20039043,INSULATOR WITH STUD,INSULATOR WITH STUD,带螺柱绝缘子,331.98,GE,,GE,600-0010-200 600-0020-200
20039044,"NUT, HEX","NUT, HEX","螺帽, 六方",6.44,GE,,GE,600-0010-200 600-0020-200 600-0040-200 600-0050-200
20039045,WAShER,WASHER,垫片,7.68,GE,,GE,600-0010-200 600-0020-200 600-0030-200 600-0040-200 600-0050-200
20039047,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",70.53,GE,,GE,600-0010-200
20039049,"WASHER, FLAT","WASHER, FLAT","垫片, 平",133.38,GE,,GE,600-0010-200 600-0040-200
20039050,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",44.17,GE,,GE,600-0010-200
20039051,"WASHER, FLAT","WASHER, FLAT","垫片, 平",236.03,GE,,GE,600-0010-200 600-0020-200
20039052,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",34.2,GE,,GE,600-0010-200 600-0020-200 600-0040-200
20039054,"SCREW, HEX SOC HD",SCREW,"螺丝, 内六方",51.39,GE,,GE,600-0010-200
20039055,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",15.67,GE,,GE,600-0040-200
20039056,"WASHER, FLAT","WASHER, FLAT","垫片, 平",6.84,GE,,GE,600-0010-200 600-0020-200
20039060,КЛЕЙ,ADHESIVE,密封胶,2035.28,GE,,GE,600-0010-200 600-0020-200
20039061,КЛЕЙ,CEMENT,密封胶,946.33,GE,,GE,600-0010-200 600-0020-200
20039062,SEALER,SEALER,密封,767.2,GE,,GE,600-0010-200 600-0020-200
20039063,WIRE,WIRE,铁丝,7.81,GE,,GE,600-0010-200
20039070,"PUNCHING, END","PUNCHING, END",转子端冲片,5759.97,GE,,GE,600-0010-200
20039071,"END PLATE, ROTOR","END PLATE, ROTOR",转子端盖,11288.26,GE,,GE,600-0010-200
20039073,"SHAFT,ROTOR","SHAFT, ROTOR",轴，转子,241460.44,GE,,GE,600-0010-200
20039074,BEARING NUT,BEARING NUT,轴承螺帽,1733.85,GE,,GE,600-0010-200
20039075,LOCKWASHER,LOCKWASHER,弹簧垫片,1612.83,GE,,GE,600-0010-200
20039076,BALANCE WEIGHT,BALANCE WEIGHT,平衡块,1730.94,GE,,GE,600-0010-200
20039077,RING,RING,环,9109.53,GE,,GE,600-0010-200
20039078,BAFFLE,BAFFLE,挡风板,31515.08,GE,,GE,600-0010-200
20039079,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",6.75,GE,,GE,600-0010-200 600-0020-200 600-0030-200 600-0040-200 600-0050-200
20039081,COLLAR,COLLAR,套圈,6476.34,GE,,GE,600-0010-200
20039082,"COLLAR, INBOARD","COLLAR, INBOARD","套圈, 内侧",23557.72,GE,,GE,600-0010-200
20039084,BEARING HOUSING,BEARING HOUSING,轴承室,27089.63,GE,,GE,600-0010-200
20039085,ROLLER BEARING,ROLLER BEARING,滚柱轴承,18950.24,GE,,GE,600-0010-200
20039086,COLLAR,COLLAR,套圈,4813.59,GE,,GE,600-0010-200
20039087,V‐RING SEAL,V‐RING SEAL,V形密封,1985.82,GE,,GE,600-0010-200
20039089,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",15.45,GE,,GE,600-0010-200 600-0040-200
20039091,"SEAL, LIP","SEAL, LIP","密封, 唇形",2146.42,GE,,GE,600-0010-200
20039092,BEARING CAP,BEARING CAP,轴承盖,23464.47,GE,,GE,600-0010-200
20039094,SENSOR WHEEL,SENSOR WHEEL,传感器盘,41957.45,GE,,GE,600-0010-200
20039096,BEARING CAP ASSEMBLY,CAP ASSEMBLY,轴承盖 总成,7437.02,GE,,GE,600-0010-200
20039097,"PACKING, FELT","PACKING, FELT",毡密封,825.73,GE,,GE,600-0010-200
20039101,V‐RING SEAL,V‐RING SEAL,V形密封,1855.27,GE,,GE,600-0010-200 600-0020-200
20039103,"COLLAR, OUTBOARD","COLLAR,OUTBOARD","套圈, 外侧",15932.55,GE,,GE,600-0010-200
20039105,PIPE PLUG,PIPE PLUG,"管接头, 方头",8.51,GE,,GE,600-0010-200
20039107,"CLEAT, CABLE","CLEAT, CABLE",夹板，电缆,2240.29,GE,,GE,600-0010-200
20039108,PLATE,PLATE,夹板,480.43,GE,,GE,600-0010-200
20039109,SPEED SENSOR,SPEED SENSOR,速度传感器,104672.2,GE,,GE,600-0010-200
20039110,SPEED SENSOR CABLE ASSEMBLY,CABLE ASSEMBLY,电缆总成,26407.3,GE,,GE,600-0010-200
20039113,"BOLT, HEX SOC HD","BOLT, HEX SOC HD","螺栓, 内六方",374.04,GE,,GE,600-0010-200
20039114,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",34.16,GE,,GE,600-0010-200 600-0020-200
20039115,"WASHER, FLAT","WASHER, FLAT","垫片, 平",29.23,GE,,GE,600-0010-200 600-0020-200
20039117,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",28.07,GE,,GE,600-0010-200
20039119,"NUT, HEX","NUT, HEX","螺帽, 六方",8.09,GE,,GE,600-0010-200
20039120,DRIVE RING,DRIVE RING,驱动环,74194.49,GE,,GE,600-0010-200
20039122,BOLT,BOLT,"螺栓, 内六方",911.38,GE,,GE,600-0010-200
20039123,WASHER,WASHER,垫片,144.23,GE,,GE,600-0010-200
20039124,SUN PINION COVER,SUN PINION COVER,太阳轮盖,26373.25,GE,,GE,600-0010-200
20039128,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",433.21,GE,,GE,600-0010-200
20039131,WASHER,WASHER,垫片,6.44,GE,,GE,600-0010-200 600-0040-200
20039132,LOCKWASHER,LOCKWASHER,弹簧垫片,2.91,GE,,GE,600-0010-200 600-0030-200 600-0040-200
20039133,"NUT, HEX JAM","NUT, HEX JAM","螺帽, 六方",5.6,GE,,GE,600-0010-200
20039134,CLAMP,CLAMP,夹具,1939.61,GE,,GE,600-0010-200
20039135,PAD,PAD,衬垫,460.45,GE,,GE,600-0010-200
20039136,PAD,PAD,衬垫,1391.72,GE,,GE,600-0010-200
20039138,"SCREW, SL FIL HD","SCREW, SL FIL HD","螺丝, 一字槽头",11.61,GE,,GE,600-0010-200
20039142,"TAPE,FIBERGLASS,0.010INTHK,0.50INWIDE","TAPE, FIBERGLASS",绑带，玻璃纤维,583.34,GE,,GE,600-0010-200
20039143,VARNISH,VARNISH,漆,13184.77,GE,,GE,600-0010-200 600-0020-200
20039145,SEAL RING,SEAL RING,密封环,1275.47,GE,,GE,600-0010-200
20039147,BRAKE HUB,BRAKE HUB,制动盘,51875.14,GE,,GE,600-0010-200
20039148,END PLATE,END PLATE,端盖,1915.16,GE,,GE,600-0010-200
20039149,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",142.37,GE,,GE,600-0010-200
20039150,HUB CAP ASSEMBLY,HUB CAP ASSEMBLY,电动轮罩总成,42717.54,GE,,GE,600-0010-200
20039151,HANDLE,HANDLE,把手,3329.25,GE,,GE,600-0010-200
20039152,LATCH,LATCH,挂钩,2126.32,GE,,GE,600-0010-200
20039153,SCREEN,SCREEN,通风网,20265.58,GE,,GE,600-0010-200
20039154,COMPLETE ROTOR ASSEMBLY,COMPLETE ROTOR ASSEMBLY,转子总成,1698060.72,GE,,GE,600-0010-200
20039158,LOUVER ASSEMBLY,LOUVER ASSEMBLY,百叶窗总成,59414.53,GE,,GE,600-0030-200
20039164,BLOWER,BLOWER,风机,1432358.18,GE,,GE,600-0030-200
20039165,DIFFUSER ASSEMBLY,DIFFUSER SSEMBLY,扩散器总成,106558.76,GE,,GE,600-0030-200
20039166,GASKET,GASKET,垫圈,198.68,GE,,GE,600-0030-200
20039167,GASKET,GASKET,垫圈,217.06,GE,,GE,600-0030-200
20039169,COLLAR ASSEMBLY,COLLAR ASSEMBLY,套圈总成,14965.43,GE,,GE,600-0030-200
20039172,INSULATOR,INSULATOR,带,601.37,GE,,GE,600-0030-200
20039178,CONNECTION INSULATOR,CONNECTION INSULATOR,连接端绝缘片,522.84,GE,,GE,600-0030-200
20039181,INSULATOR,INSULATOR,绝缘子总成,2870.25,GE,,GE,600-0030-200
20039184,"NUT, HEX","NUT, HEX","螺帽, 六方",4.36,GE,,GE,600-0030-200 600-0040-200 600-0050-200
20039186,WASHER,WASHER,垫片,2.17,GE,,GE,600-0020-200 600-0050-200
20039192,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",136.35,GE,,GE,600-0030-200
20039193,WASHER,WASHER,垫片,5.36,GE,,GE,600-0040-200
20039194,WASHER,WASHER,垫片,159.78,GE,,GE,600-0030-200
20039196,"NUT, HEX","NUT, HEX","螺帽, 六方",28.81,GE,,GE,600-0030-200 600-0040-200
20039197,WASHER,WASHER,垫片,3.15,GE,,GE,600-0030-200
20039199,WASHER,WASHER,垫片,41.78,GE,,GE,600-0030-200
20039200,WASHER,WASHER,垫片,22.59,GE,,GE,600-0020-200 600-0030-200
20039201,LOCKWASHER,LOCKWASHER,弹簧垫片,5.6,GE,,GE,600-0030-200
20039202,"NUT, HEX","NUT, HEX","螺帽, 六方",9.76,GE,,GE,600-0030-200
20039204,SPACER,SPACER,套管,109.83,GE,,GE,600-0030-200
20039212,Щетка,CARBON BRUSH,碳刷,1367.88,GE,,GE,600-0020-200
20039213,SUPPORT,SUPPORT,支撑,8477.91,GE,,GE,600-0020-200
20039214,BRUSHHOLDER,BRUSHHOLDER,碳刷架,7035.22,GE,,GE,600-0020-200
20039215,PRESSUREARM,PRESSURE ARM,压力臂,711.82,GE,,GE,600-0020-200
20039216,SPRING,SPRING,弹簧,577.72,GE,,GE,600-0020-200
20039217,WASHER,WASHER,"垫片, 铜",50.72,GE,,GE,600-0020-200
20039218,"PIN, SPRING DOWEL","PIN, SPRING DOWEL","销子, 弹性销",121.09,GE,,GE,600-0020-200
20039219,BOLT W/WASHER,BOLT W/WASHER,一字六角螺栓,14.61,GE,,GE,600-0020-200
20039220,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",2.1,GE,,GE,600-0020-200
20039221,"NUT, HEX","NUT, HEX","螺帽, 六方",3.33,GE,,GE,600-0020-200
20039224,CABLE MARKER,CABLE MARKER,电缆标记,120.61,GE,,GE,600-0020-200
20039225,CABLE MARKER,CABLE MARKER,电缆标记,101.73,GE,,GE,600-0020-200
20039226,"WASHER, CONCAVE","WASHER, CONCAVE",弹簧钢凹形垫片,107.17,GE,,GE,600-0020-200
20039227,"BOLT, SL HEX HD","BOLT, SL HEX HD",一字六角螺栓,117.3,GE,,GE,600-0020-200
20039231,STUD,STUD,螺栓,147.34,GE,,GE,600-0020-200
20039240,,CAP PLATE,二通插装阀盖板,,,,NTE200,050-0060
20039241,·VALVE CORE,VALVE CORE,二通插装阀阀芯,3501.18,Гидравлическая система,,NTE200,050-0060
20039242,·SHUTTLE VALVE,SHUTTLE VALVE,梭阀,529.92,Электрооборудование,,NTE200,050-0060
20039243,,CAP PLATE,二通插装阀盖板,,,,NTE200,050-0060
20039244,·VALVE CORE,VALVE CORE,二通插装阀阀芯,3501.18,Гидравлическая система,,NTE200,050-0060
20039245,,CAP PLATE,二通插装阀盖板,,,,NTE200,050-0060
20039246,·VALVE CORE,VALVE CORE,二通插装阀阀芯,10669.92,Гидравлическая система,,NTE200,050-0060
20039247,,CAP PLATE,二通插装阀盖板,,,,NTE200,050-0060
20039248,·VALVE CORE,VALVE CORE,二通插装阀阀芯,7295.59,Гидравлическая система,,NTE200,050-0060
20039366,·CHECK VALVE,CHECK VALWE,单向阀,598.1,Электрооборудование,,NTE200,050-0210
20039377,·ELECTROMAGNETIC DIRECTIONAL CONTROL VALVE,DIRECTIONAL CONTROL VALVE,电磁换向阀,2505.75,Электрооборудование,,NTE200,050-0060
20039378,RELIFE VALVE,RELIFE VALVE,溢流阀,8179.41,Электрооборудование,,NTE200,050-0060
20039379,·CAP PLATE,CAP PLATE,二通插装阀盖板,8631.7,Гидравлическая система,,NTE200,050-0060
20039380,·VALVE CORE,VALVE CORE,二通插装阀阀芯,10283.81,Гидравлическая система,,NTE200,050-0060
20039381,·ELECTROMAGNETIC VALVE,ELECTROMAGNETIC VALVE,浮动电磁阀,3258.89,Электрооборудование,,NTE200,050-0060
20039382,,BLOCK VALVE ·ELECTROMAGNETIC,阀体,,,,NTE200,050-0060
20039383,·ELECTROMAGNETIC DIRECTIONAL CONTROL VALVE,DIRECTIONAL CONTROL VALVE,电磁换向阀,2505.75,Электрооборудование,,NTE200,050-0060
20039766,Плафон кабины,WORK INDICATOR LIGHT,工作指示灯,2170.95,,,NTE200,210-0360
20039789,·OIL-DRAIN-VALVE-,VALVE OIL DRAIN,放油阀,23.02,,,NTE200,070-0020 070-0070
20039811,RATING---,RATING PLATE-SERIES,系列标牌,81.49,,,NTE200,100-0190
20039876,Фильтр салона,FILTER,滤芯,3242.88,Фильтр,,NTE200,210-0920
20040011,BOARD,BOARD,板,28.5,,,NTE200,100-0120
20040065,BOARD,BOARD,板,28.5,,,NTE200,100-0120
20040110,WHEELMOTORS ASSY,WHEELMOTORS ASSY,电动轮总成,3872285.28,GE,,NTE200,070-0050
20040174,·RING,RING,环,100.41,Гидравлическая система,,NTE200,050-0080
20040175,·RETAINER RING,RETAINER RING,挡圈,2110.21,Гидравлическая система,,NTE200,050-0080
20040176,·PISTON,PISTON,活塞,42095.85,Гидравлическая система,,NTE200,050-0080
20040179,·GUIDE SLEEVE,GUIDE SLEEVE,导向套,10085.15,,,NTE200,050-0080
20040213,VALVE BONNET ASSY,VALVE BONNET ASSY,阀罩总成,787.35,,,NTE200,070-0020 070-0070
20040215,•STEEL BALL,STEEL BALL,钢球,7.45,,,NTE200,070-0020 070-0070
20040282,SPEED SENSOR,SPEED SENSOR,速度传感器,12076.13,GE,,GE,600-0020-200
20040283,HUB,HUB,连接盘,47044.8,GE,,GE,600-0020-200
20040290,"BRACKET, INSULATED","BRACKET,","支架, 绝缘",689.03,GE,,GE,600-0020-200
20040291,"BRACKET, INSULATED","BRACKET,","支架, 绝缘",963.59,GE,,GE,600-0020-200
20040292,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",6.83,GE,,GE,600-0020-200
20040294,CABLE ASSEMBLY,CABLE ASSEMBLY,电缆总成,1237.62,GE,,GE,600-0020-200
20040295,BRAZING STRIP,BRAZING STRIP,铜条,21.76,GE,,GE,600-0020-200
20040296,CABLE ASSEMBLY,CABLE ASSEMBLY,电缆总成,11057.41,GE,,GE,600-0020-200
20040299,COVER,COVER,盖板,1908.53,GE,,GE,600-0020-200
20040300,INSULATION PAD,INSULATION PAD,"绝缘衬垫,",996.97,GE,,GE,600-0020-200
20040304,GROMMET,GROMMET,合成橡胶孔套管,99.89,GE,,GE,600-0020-200
20040305,CABLE MARKER,CABLE MARKER,电缆标记,153.73,GE,,GE,600-0020-200
20040306,CABLE MARKER,CABLE MARKER,电缆标记,153.73,GE,,GE,600-0020-200
20040308,FRONT PLATE,FRONT PLATE,前部盖板,2349.09,GE,,GE,600-0020-200
20040316,SLIPPER STRIP,SLIPPER STRIP,弹簧钢引线端子,1119.21,GE,,GE,600-0020-200
20040317,COLLECTOR RING ASSEMBLY,COLLECTOR RING,集电环总成,146615.16,GE,,GE,600-0020-200
20040318,CONNECTION STRAP,CONNECTION TRAP,连接带,278.31,GE,,GE,600-0020-200
20040319,TIE RING,TIE RING,绑扎环,5792.1,GE,,GE,600-0020-200
20040320,GLASS TAPE,GLASS TAPE,玻璃纤维带,469.0,GE,,GE,600-0020-200
20040321,FASTENING,FASTENING,扎带,152.74,GE,,GE,600-0020-200
20040322,BALL BEARING,BALL BEARING,球轴承,8571.73,GE,,GE,600-0020-200
20040323,BEARING HOUSING,BEARING HOUSING,轴承室,30139.13,GE,,GE,600-0020-200
20040324,BEARING CAP,BEARING CAP,轴承盖,13030.19,GE,,GE,600-0020-200
20040325,FLINGER,FLINGER,抛油环,4538.81,GE,,GE,600-0020-200
20040326,SLEEVE,SLEEVE,衬套,11104.46,GE,,GE,600-0020-200
20040327,SEAL,SEAL,密封,7253.64,GE,,GE,600-0020-200
20040329,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",45.19,GE,,GE,600-0020-200
20040331,HUB,HUB,连接盘,14892.28,GE,,GE,600-0020-200
20040333,BRAZING STRIP,BRAZING STRIP,铜条,20.1,GE,,GE,600-0020-200
20040334,BALANCE WEIGHT,BALANCE WEIGHT,平衡块,1911.92,GE,,GE,600-0020-200
20040335,BALANCE WEIGHT,BALANCE WEIGHT,平衡块,1245.89,GE,,GE,600-0020-200
20040336,END PLATE,END PLATE,连接盘,46923.35,GE,,GE,600-0020-200
20040337,,LUBRIPLATE,润滑脂,,,,GE,600-0020-200
20040338,IMPELLER,IMPELLER,风扇,369576.59,GE,,GE,600-0020-200
20040342,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",97.2,GE,,GE,600-0020-200
20040344,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",21.85,GE,,GE,600-0020-200
20040345,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",31.51,GE,,GE,600-0020-200
20040346,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",25.5,GE,,GE,600-0020-200
20040354,PIPE PLUG,PIPE PLUG,管接头,62.43,GE,,GE,600-0020-200
20040357,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方",14.36,GE,,GE,600-0020-200
20040359,COVER ASSEMBLY,COVER ASSEMBLY,盖板总成,4224.87,GE,,GE,600-0020-200
20040360,FRONT PLATE,FRONT PLATE,前部盖板,3033.13,GE,,GE,600-0020-200
20040361,COVER ASSEMBLY,COVER ASSEMBLY,盖板总成,11005.35,GE,,GE,600-0020-200
20040362,GASKET,GASKET,衬垫,6907.78,GE,,GE,600-0020-200
20040363,LATCH ASSEMBLY,LATCH ASSEMBLY,闭锁装置,1831.62,GE,,GE,600-0020-200
20040369,CONTACTOR,CONTACTOR,接触器,146032.86,GE,,GE,600-0040-200 600-0050-200
20040370,ARC CHUTE,ARC CHUTE,灭弧罩,9786.43,GE,,GE,600-0050-200
20040371,COIL,COIL,线圈,28765.02,GE,,GE,600-0050-200
20040372,COIL,COIL,线圈,62273.17,GE,,GE,600-0050-200
20040373,RP контактор (силовые контакты)Китай,CONTACT KIT,接触套件,33636.63,GE,,GE,600-0050-200
