Артикул (Part No.),Наименование (RU),Description (EN),Description (ZH),"Цена, CNY без НДС",Группа,Взаимозаменяемый артикул,Источник,Разделы
20044267,,LUBRICATION GREASE,快速接头（润滑脂）,,,,NTE200,100-0035
20044268,,COOLANT,快速接头（冷却液）CONNECTOR.,,,,NTE200,100-0035
20044269,quick adaptor for engine oil,HYDRAULIC OIL NOZZLE.,充注接头（液压油）NOZZLE.,5732.45,,,NTE200,100-0035
20044270,quick adaptor for coolant,NOZZLE. OIL,充注接头（机油）,5732.45,,,NTE200,100-0035
20044271,quick adaptor for hyd.oil,LUBRICATION GREASE,充注接头（润滑脂）,5732.45,,,NTE200,100-0035
20044272,quick adaptor for grease,COOLANT,充注接头（冷却液）NOZZLE.,5732.45,,,NTE200,100-0035
20044314,Elevator assembly,RAISER ASSY-LH,左升降器总成,803.5,Кабина,,NTE200,090-0030
20044347,,SAUCER,杯托,,,,NTE200,090-0020
20044348,,ASHTRAY,烟灰缸,,,,NTE200,090-0020
20044350,TERMINAL-BOARD--,CONNECTION POST,接线柱,440.82,,,NTE200,030-0200
20044351,TERMINAL-BOARD--,CONNECTION POST,接线柱,446.18,,,NTE200,030-0200
20044393,CONTROLLER,CONTROLLER,控制器,19706.55,Кабина,,NTE200,090-0050
20044394,MODUEL,Module,模块,7961.8,,,NTE200,030-0200
20044423,"·MECHANISM -
RISER （DOUBLE
ARM）",ARM-SLIDING,升降器机构,778.62,Кабина,,NTE200,090-0030
20044477,,COLOUR BAR DECALS,彩条贴片,,,,NTE200,100-0190
20044478,,COLOUR BAR DECALS,彩条贴片,,,,NTE200,100-0190
20044716,BENT PLATE,BENT PLATE,弯板,425.82,,,NTE200,090-0150 090-0160
20045610,,O RONG,"3""密封圈",,,,NTE200,090-0100
20045611,,O RONG,"4""密封圈",,,,NTE200,090-0100
20045612,,O RONG,"5""密封圈",,,,NTE200,090-0100
20045613,,GROMMET,过孔胶圈,,,,NTE200,090-0100
20045865,DOOR HARNESS LH,DOOR HARNESS-LH,左门线束,382.3,Кабина,,NTE200,090-0030
20045866,DOOR HARNESS RH,HARNESS-RH,右门线束,382.3,Кабина,,NTE200,090-0040
20045956,BRACKET,BRACKET,支架,213.92,,,NTE200,020-0040 030-0020 040-0010 040-0020
20045957,BRACKET,BRACKET,支架,242.3,,,NTE200,040-0010
20046021,,COVER PLATE-LOWER,前围下盖板,,,,NTE200,090-0010
20046202,BRACKET ASSY,BRACKET ASSY,支架总成,3264.62,,,NTE200,020-0020
20046323,RADIATOR ASSY.,RADIATOR ASSY.,散热器总成,387134.24,Cummins,,NTE200,040-0060
20046325,BEND PLATE,BEND PLATE,弯板,310.39,,,NTE200,040-0080
20046326,,PLATE,板,,,,NTE200,040-0060
20046413,,FLEXIBLE BADDER,软梯总成,,,,NTE200,020-0020
20046416,MIRROR BRACKET ASSY,MIRROR BRACKET ASSY,镜支架总成,1775.18,,,NTE200,090-0160
20046444,BRACKET,BRACKET,支架,44.99,,,NTE200,030-0160
20046500,DUMP CONTROL VALVE,DUMP CONTROL VALVE,主举升阀,105767.45,Гидравлическая система,,NTE200,050-0040 050-0060
20046515,LADDER ASSY,LADDER ASSY,梯子总成,6865.97,,,NTE200,020-0020
20046520,HANDRAIL,HANDRAIL,护栏总成,8896.67,,,NTE200,020-0020
20046526,HANDRAIL,HANDRAIL,护栏总成,3521.94,,,NTE200,020-0020
20046531,HANDRAIL,HANDRAIL,护栏总成,2445.18,,,NTE200,020-0020
20046562,BRACKET ASSY,BRACKET ASSY,支架总成,1311.55,,,NTE200,020-0020
20046567,BRACKET ASSY,BRACKET ASSY,支架总成,26871.47,,,NTE200,020-0020
20046569,HANDRAIL,HANDRAIL,护栏总成,5149.48,,,NTE200,020-0020
20046576,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,1792.22,,,NTE200,020-0020
20046578,PLATE,PLATE,板,989.82,,,NTE200,020-0020
20046580,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,2761.18,,,NTE200,020-0020
20046584,PLATE,PLATE,板,1224.49,,,NTE200,020-0020
20046586,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,3607.19,,,NTE200,020-0020
20046592,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,5681.31,,,NTE200,020-0020
20046598,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,2528.42,,,NTE200,020-0020
20046604,HANDRAIL ASSY,HANDRAIL ASSY,护栏总成,4084.04,,,NTE200,020-0020
20046609,BRACKET ASSY,BRACKET ASSY,支架总成,3544.71,,,NTE200,020-0020
20046611,PLATE,PLATE,板,1175.26,,,NTE200,020-0020
20046624,REAR BRACKET.LH,REAR BRACKET.LH,发动机左后托架,17077.86,,,NTE200,040-0000
20046625,REAR BRACKET.RH,REAR BRACKET.RH,发动机右后托架,17077.86,,,NTE200,040-0000
20046626,FRONT BRACKET,FRONT BRACKET,发动机前支撑架,21093.7,,,NTE200,040-0000
20046627,SHOCK PAD,SHOCK PAD,减震垫,782.24,Cummins,,NTE200,020-0040 040-0000
20046628,SHOCK PAD,SHOCK PAD,减震垫,880.02,Кузов,,NTE200,040-0000
20046630,INSPIRATOR,RESPIRATOR,呼吸器,10306.57,,,NTE200,020-0040
20046631,FLANGE COUPLING,JOINT,快充接头,5777.88,,,NTE200,020-0040
20046634,FILTER,FILTER,过滤器,452.98,Фильтр,HF6510,NTE200,020-0040
20046693,,PLATE,板,,,,NTE200,040-0060
20046694,·RADIATING PIPE,RADIATING PIPE,散热管,265.44,,,NTE200,040-0060
20046695,·RUBBER,RUBBER,上胶套,24.67,,,NTE200,040-0060
20046696,·RUBBER,RUBBER,下胶套,24.67,,,NTE200,040-0060
20046712,BENT PLATE,BENT PLATE,弯板,143.92,,,NTE200,020-0020
20046752,,FOOTREST,歇脚板,,,,NTE200,090-0010
20046814,PLATE,PLATE,板,986.01,Кабина,,NTE200,090-0050
20046828,GUAGE-FUEL LEVEL,FUEL POSITION SENSOR,燃油位置传感器,1487.55,,,NTE200,020-0040
20046923,Sealing component of energy storage device,SEAL UNITS。,,4508.61,рулевое управление,,NTE200,050-0110
20046924,Brake accumulator sealing component,SEAL UNITS。,,22000.98,,,NTE200,050-0180
20046958,FRAME,FRAME,框架,22.78,Кабина,,NTE200,090-0050
20046979,·EVAPORATOR,EVAPORATOR,蒸发器,2178.32,Кабина,,NTE200,090-0100
20046980,·HEAT EXCHANGER,HEATER,换热器,2146.13,Кабина,,NTE200,090-0100
20046984,,EXPANSION VALVE BRACKET,膨胀阀支架,,,,NTE200,090-0100
20046987,,TOP COVER,上盖板,,,,NTE200,090-0100
20046988,,BLOWER BRACKET,风机支架,,,,NTE200,090-0100
20046991,·PERFORMER,ACTUATOR,执行器,447.44,,,NTE200,090-0100
20046994,·WATER VALVE ASSY,WATER VALVE ASSY,电控水阀组件,582.97,Кабина,,NTE200,090-0140
20046996,,AIR COND. KIT,空调安装组件,,,,NTE200,090-0140
20047220,"NUT, HEX","NUT, HEX","螺帽, 六方",6.02,GE,,GE,600-0050-200
20047221,SCREW,SCREW,螺丝,92.02,GE,,GE,600-0050-200
20047321,,CAPACITOR,电容,,,,GE,600-0050-200
20047322,,CAPACITOR,电容,,,,GE,600-0050-200
20047335,DIODE,DIODE,二极管,6.44,GE,,GE,600-0050-200
20047500,GEAR AND PINION,GEAR AND PINION,行星齿轮,438967.44,GE,,GE,600-0010-200
20047501,TORQUE TUBE,TORQUE TUBE,钮力管,1462862.32,GE,,GE,600-0010-200
20047502,WHEEL HUB,WHEEL HUB,轮毂,1897989.8,GE,,GE,600-0010-200
20047503,ROLLER BEARING,ROLLER BEARING,滚柱轴承,22039.54,GE,,GE,600-0010-200
20047504,SLEEVE,SLEEVE,衬套,17954.63,GE,,GE,600-0010-200
20047505,BEARING CAP,BEARING CAP,轴承盖,36527.08,GE,,GE,600-0010-200
20047506,BEARING CAP,BEARING CAP,轴承盖,19981.47,GE,,GE,600-0010-200
20047508,SEAL RING,SEAL RING,密封环,262295.04,GE,,GE,600-0010-200
20047509,FLINGER,FLINGER,抛油环,298587.01,GE,,GE,600-0010-200
20047510,PACKING,PACKING,毡密封,3400.53,GE,,GE,600-0010-200
20047511,WEAR BAND,WEAR BAND,耐磨带,7111.48,GE,,GE,600-0010-200
20047512,OIL SEAL,OIL SEAL,油封,46080.0,GE,,GE,600-0010-200
20047513,RING,RING,环,1415.13,GE,,GE,600-0010-200
20047515,HOSE,HOSE,管,303.2,GE,,GE,600-0010-200
20047517,BRAKE LINE,BRAKE LINE,制动管,3592.09,GE,,GE,600-0010-200
20047518,BRAKE LINE,BRAKE LINE,制动管,,CRRC,,GE,600-0010-200
20047519,BRAKE LINE,BRAKE LINE,制动管,3575.78,GE,,GE,600-0010-200
20047520,BRAKE LINE,BRAKE LINE,制动管,3575.56,GE,,GE,600-0010-200
20047521,FITTING,FITTING,堵头,147.96,GE,,GE,600-0010-200
20047522,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",39.17,GE,,GE,600-0010-200
20047523,"BOLT, HEX HD","BOLT, HEX HD","螺栓, 六方头",17.41,GE,,GE,600-0010-200
20047524,BOLT,BOLT,螺栓,308.56,GE,,GE,600-0010-200
20047526,FRAMEHEAD,FRAMEHEAD,机架头,139241.13,GE,,GE,600-0010-200
20047527,BRAKE ADAPTER RING,BRAKE ADAPTER,制动连接环,208512.42,GE,,GE,600-0010-200
20047528,SUN PINION  ASSEMBLY,SUN PINION,太阳轮总成,118677.37,GE,,GE,600-0010-200
20047532,,CLAMP PLATE,夹具,,,,GE,600-0020-200
20047533,CABLE ASSEMBLY,CABLE ASSEMBLY,电缆总成,2669.31,GE,,GE,600-0020-200
20047534,CABLE ASSEMBLY,CABLE ASSEMBLY,电缆总成,2473.72,GE,,GE,600-0020-200
20047535,КАБЕЛЬ В СБОРЕ Д. СКОРОСТИ,CABLE ASSEMBLY,电缆总成,72451.95,GE,,GE,600-0020-200
20047536,,"SCREW, SL PAN HD","螺丝, 平头",,,,GE,600-0020-200
20047537,,WASHER,垫片,,,,GE,600-0020-200
20047538,STATOR ASSEMBLY,STATOR ASSEMBLY,定子总成,2794950.82,GE,,GE,600-0020-200
20047539,STATOR,STATOR AND CORE,定子支架和铁芯总成,1721884.43,GE,,GE,600-0020-200
20047540,ROTOR ASSEMBLY,ROTOR ASSEMBLY,转子总成,2252655.03,GE,,GE,600-0020-200
20047541,,"CORE, ROTOR",转子铁芯,,,,GE,600-0020-200
20047542,"SHAFT, ROTOR","SHAFT, ROTOR",转子轴,118898.53,GE,,GE,600-0020-200
20047543,ROTOR,ROTOR COIL,带极片的转子绕组,,GE,,GE,600-0020-200
20047544,GASKET,GASKET,垫片,403.2,GE,,GE,600-0020-200
20047545,PACKING,PACKING,密封,651.93,GE,,GE,600-0020-200
20047546,V‐RING SEAL,V‐RING SEAL,V形密封,3976.4,GE,,GE,600-0020-200
20047548,INLET HOUSING,INLET HOUSING,进风壳,992802.34,GE,,GE,600-0020-200
20047549,Крышка корпуса вентилятора обдува тягового генератора,OUTLET HOUSING,出风壳,44758.97,,,GE,600-0020-200
20047550,ROTOR LOCK,ROTOR LOCK,转子锁止件,12008.72,GE,,GE,600-0020-200
20047551,,"BOLT, HEX HD","螺栓, 六方",,,,GE,600-0020-200
20047552,,MAIN CONNECTION COVER ASSEMBLY,盖板总成,,,,GE,600-0020-200
20047553,,HOSE (TM SLEEVE),管 (TM 套管),,,,GE,600-0020-200
20047554,CONNECTOR,CONNECTOR,连接头,4985.58,GE,,GE,600-0020-200
20047555,,NOT USED,未使用,,,,GE,600-0020-200
20047556,,"BOLT, HEX HD","螺栓, 六方",,,,GE,600-0020-200
20047557,"NUT, HEX","NUT, HEX","螺帽, 六方",12.64,GE,,GE,600-0020-200
20047559,,RETARDER,制动总成,,,,GE,600-0030-200
20047560,COVER,COVER,盖板,2288.58,GE,,GE,600-0030-200
20047561,COVER,COVER,带通风口盖板,2288.58,GE,,GE,600-0030-200
20047562,COVER ASSEMBLY,COVER ASSEMBLY,盖板总成,4068.5,GE,,GE,600-0030-200
20047563,COVER,COVER,盖板,2805.94,GE,,GE,600-0030-200
20047564,COVER,COVER,盖板,2944.28,GE,,GE,600-0030-200
20047565,Крышка блока резисторов,COVER,盖板总成,5489.42,,,GE,600-0030-200
20047566,DIFFUSER ASSEMBLY,DIFFUSER SSEMBLY,扩散器总成,86482.54,GE,,GE,600-0030-200
20047567,FRAME ASSEMBLY,FRAME ASSEMBLY,框架总成,19157.76,GE,,GE,600-0030-200
20047568,WASHER,WASHER,垫片,593.18,GE,,GE,600-0030-200
20047570,WASHER,WASHER,垫片,27.62,GE,,GE,600-0030-200
20047571,GROMMET,GROMMET,金属扣眼,483.64,GE,,GE,600-0030-200
20047572,,BUS BAR,母线板,,,,GE,600-0030-200
20047573,BUS BAR,BUS BAR,"母线板 , 绝缘",3940.31,GE,,GE,600-0030-200
20047574,,BUS BAR,厚 母线板,,,,GE,600-0030-200
20047575,,BUS BAR,母线板,,,,GE,600-0030-200
20047576,BUS BAR,BUS BAR,"母线板, 绝缘",3396.91,GE,,GE,600-0030-200
20047577,,GRID SPACER,厚 电阻栅片套管,,,,GE,600-0030-200
20047581,ICP2 PANEL,ICP2 PANEL,ICP2盘,1139477.89,GE,,GE,600-0040-200
20047582,,,继电器盘,,,,GE,600-0040-200
20047583,IGBT MODULE ASSEMBLY,IGBT MODULE,IGBT 模块总成,9943.36,GE,,GE,600-0040-200
20047584,,RESISTOR PANEL,电阻盘,,,,GE,600-0040-200
20047585,OHV AC POWER,OHV AC POWER,电源,489442.98,GE,,GE,600-0040-200
20047586,CLAMP BAR,CLAMP BAR,夹具,161.84,GE,,GE,600-0040-200
20047587,,BUS BAR,母线板,,,,GE,600-0040-200
20047588,,BUS BAR,母线板,,,,GE,600-0040-200
20047589,BUS BAR,BUS BAR,母线板,13876.27,GE,,GE,600-0040-200
20047590,,BUS BAR,母线板,,,,GE,600-0040-200
20047591,BUS BAR,BUS BAR,母线板,35039.74,GE,,GE,600-0040-200
20047592,BUS BAR,BUS BAR,母线板,29615.57,GE,,GE,600-0040-200
20047593,,BUS BAR,母线板,,,,GE,600-0040-200
20047594,BUS BAR WASHER,BUS BAR WASHER,母线板垫片,70.46,GE,,GE,600-0040-200
20047595,,"BOLT, HEX HD","螺栓, 六方",,,,GE,600-0040-200
20047596,OPERATING LEVER,OPERATING LEVER,操作杆,3581.24,GE,,GE,600-0050-200
20047597,,LOCKWASHER,弹簧垫圈,,,,GE,600-0050-200
20047598,,LOCICWASIIER,弹簧垫圈,,,,GE,600-0050-200
20047599,,BUS BAR,隔片,,,,GE,600-0050-200
20047600,,BUS BAR,母线,,,,GE,600-0050-200
20047601,,HANDLE,把手,,,,GE,600-0050-200
20047602,,HEAT SINK,散热器,,,,GE,600-0050-200
20047603,Литое кольцо,MOLDED RING,成型环,2422.13,GE,,GE,600-0050-200
20047604,,GROMMET,扣眼,,,,GE,600-0050-200
20047605,,GLASTIC SHIELD,GLASTIC 屏蔽,,,,GE,600-0050-200
20047606,,SPRING,弹簧,,,,GE,600-0050-200
20047607,,WASHER,垫片,,,,GE,600-0050-200
20047608,,CONTACT,触点,,,,GE,600-0050-200
20047609,,COIL,操作线圈,,,,GE,600-0050-200
20047610,,TERMINAL BOARD,端子排,,,,GE,600-0050-200
20047611,,TERMINAL BLOCK,带螺柱的端子排,,,,GE,600-0050-200
20047612,,TFASTENER,紧固件,,,,GE,600-0050-200
20047613,,LOCKWASHER,弹簧垫圈,,,,GE,600-0050-200
20047614,,"NUT, HEX",连接杆,,,,GE,600-0050-200
20047615,,BASE,底座,,,,GE,600-0050-200
20047616,CAPACITOR,CAPACITOR,电容,2130.67,GE,,GE,600-0050-200
20047617,,CLAMP,夹具,,,,GE,600-0050-200
20047618,RESISTOR,RESISTOR,电阻,1550.25,GE,,GE,600-0050-200
20047619,RESISTOR,RESISTOR,电阻,1550.25,GE,,GE,600-0050-200
20047620,MODULE,MODULE,模块,34158.29,GE,,GE,600-0050-200
20047621,PWB ASSEMBLY,PWB ASSEMBLY,电路板,9761.86,GE,,GE,600-0050-200
20047622,,RESISTOR,"电阻,",,,,GE,600-0050-200
20047623,,DIODE,二极管,,,,GE,600-0050-200
20047624,TRANSFORMER,TRANSFORMER,变压器,32443.31,GE,,GE,600-0050-200
20047625,,TERMINAL BOARD,端子排,,,,GE,600-0050-200
20047626,,RESISTOR,电阻,,,,GE,600-0050-200
20047627,,BRACKET,支架,,,,GE,600-0050-200
20047628,BRACKET,BRACKET,支架,613.14,GE,,GE,600-0050-200
20047629,,WASHER,垫片,,,,GE,600-0050-200
20047630,,DECAL,标牌,,,,GE,600-0050-200
20047631,MODULE,MODULE,模块,5207.73,GE,,GE,600-0050-200
20047632,RESISTOR,RESISTOR,电阻,359.12,GE,,GE,600-0050-200
20047633,,RESISTOR,电阻,,,,GE,600-0050-200
20047634,,CAPACITOR,电容,,,,GE,600-0050-200
20047635,,LAMP,灯,,,,GE,600-0050-200
20047636,,TRANSIPAD,转换器,,,,GE,600-0050-200
20047637,,WASHER,垫片,,,,GE,600-0050-200
20047638,SCREW,SCREW,螺丝,222.54,GE,,GE,600-0050-200
20047639,RETAINING,RETAINING,垫片,10.01,GE,,GE,600-0050-200
20047640,GASKET,GASKET,衬垫,11.71,GE,,GE,600-0050-200
20047641,,SCREW,螺丝,,,,GE,600-0050-200
20047642,SCREW,SCREW,螺丝,35.25,GE,,GE,600-0050-200
20047643,MODULE,MODULE,模块,14578.55,GE,,GE,600-0050-200
20047644,CABLE CLAMP,CABLE CLAMP,电缆夹具,12.01,GE,,GE,600-0050-200
20047645,SCREW,SCREW,螺丝,41.66,GE,,GE,600-0050-200
20047646,SPACER,SPACER,套管,171.49,GE,,GE,600-0050-200
20047647,,SET OF LABELS,成套标签,,,,GE,600-0050-200
20047648,WASHER,WASHER,垫片,95.75,GE,,GE,600-0050-200
20047649,CAP NUT,CAP NUT,"螺帽,六方",42.9,GE,,GE,600-0050-200
20047650,,SCREW,螺丝,,,,GE,600-0050-200
20047651,SCREW,SCREW,螺丝,12.05,GE,,GE,600-0050-200
20047652,ICP2 PANEL,ICP2 PANEL,ICP2 盘,1139477.89,GE,,GE,600-0050-200
20047653,CARD,BASE ASSEMBLY,底座总成,466751.85,GE,,GE,600-0050-200
20047654,"CARD GUIDE, 8 IN LONG",CARD GUIDE,"卡槽, 8 英寸长",527.32,GE,,GE,600-0050-200
20047655,,BACK COVER,后盖总成,,,,GE,600-0050-200
20047656,,BRACKET,支架总成,,,,GE,600-0050-200
20047657,BACKPLANE,BACKPLANE,背板,139976.97,GE,,GE,600-0050-200
20047658,,RESISTOR,电阻,,,,GE,600-0050-200
20047659,,RESISTOR,电阻,,,,GE,600-0050-200
20047660,,RESISTOR,电阻,,,,GE,600-0050-200
20047661,,RESISTOR,电阻,,,,GE,600-0050-200
20047662,,CAPACITOR,电容,,,,GE,600-0050-200
20047663,CAPACITOR,CAPACITOR,电容,379.95,GE,,GE,600-0050-200
20047664,,GREEN LED,绿灯,,,,GE,600-0050-200
20047665,,SCREW,螺丝和垫片总成,,,,GE,600-0050-200
20047666,,BLADE,插片保险座,,,,GE,600-0050-200
20047667,,CONNECTOR,接,,,,GE,600-0050-200
20047668,,CONNECTOR,接头,,,,GE,600-0050-200
20047669,,CONNECTOR,接头,,,,GE,600-0050-200
20047670,,CONNECTOR,接头,,,,GE,600-0050-200
20047671,CPU CARD,CPU CARD USE 17FB187A5FV,17FB187A5FV CPU 卡,388932.85,GE,,GE,600-0050-200
20047672,DIGITAL I/O INPUT CARD NO 2,DIGITAL I/O INPUT CARD NO 2,数字量 I/O 卡,59367.79,GE,,GE,600-0050-200
20047673,ANALOG INPUT CARD,ANALOG INPUT CARD,17FB173B4FV模拟卡,260268.81,GE,,GE,600-0050-200
20047674,DUAL INVERTER I/O CARD,DUAL INVERTER I/O CARD,17FB190A7FV 变频器卡,534374.71,GE,,GE,600-0050-200
20048256,,STATOR ASSEMBLY,定子总成,,,,GE,600-0010-200
20048259,,"PUNCHING, MAIN",转子冲片,,,,GE,600-0010-200
20048260,,"END RING, ROTOR",转子端环,,,,GE,600-0010-200
20048262,FRAME HEAD,FRAMEHEAD,机架头,205303.17,GE,,GE,600-0010-200
20048263,"BALL BEARING,",BALL BEARING,球轴承,33089.49,GE,,GE,600-0010-200
20048266,,"COMPOUND, RUST",防尘件,,,,GE,600-0010-200
20048303,,"RE-GREASER ASSEMBLY, INTERNAL",加注润滑脂总成，入口,,,,GE,600-0020-200
20048307,,"PIN, SPRING DOWEL","销子, 弹性",,,,GE,600-0020-200
20048322,,MOTORIZED WHEEL,电动轮,,,,GE,600-0010-200
20048323,FRAME,FRAME,机架,,CRRC,,GE,600-0010-200
20048324,"HOUSING, SEAL",SEAL HOUSING,密封室,,CRRC,,GE,600-0010-200
20048325,PLANET COVER ASSEMBLY,COVER ASSEMBLY,行星轮盖板总成,,CRRC,,GE,600-0010-200
20048326,BRAKE LINE AS,BRAKE LINE ASSEMBLY,制动管总成,,CRRC,,GE,600-0010-200
20048327,AC MOTOR,MOTOR ASSEMBLY,电机总成,,CRRC,,GE,600-0010-200
20048328,,REWIND KIT,绕组组件,,,,GE,600-0010-200
20048329,,BUS RING KIT,定子总成母线组件,,,,GE,600-0010-200
20048330,,ROTOR ASSEMBLY,转子总成,,,,GE,600-0010-200
20048331,,ALTERNATOR,发电机,,,,GE,600-0020-200
20048332,КАБЕЛЬ В СБОРЕ,CABLE ASSEMBLY,电缆总成,,GE,,GE,600-0020-200
20048333,,CLAMP ASSEMBLY,夹具总成,,,,GE,600-0020-200
20048334,ГОЛОВА РАМЫ,FRAMEHEAD,机架头,605462.91,GE,,GE,600-0020-200
20048335,,"RE-GREASER ASSEMBLY, OUTLET",加注润滑脂总成，出口,,,,GE,600-0020-200
20048336,,CONTROL GROUP,控制柜,,,,GE,600-0040-200
20048337,,RETARDING,制动电阻栅,,,,GE,600-0030-200
20048338,,RESISTOR,电阻总成,,,,GE,600-0030-200
20048339,,RESISTOR,电阻总成,,,,GE,600-0030-200
20048340,,RESISTOR,电阻总成,,,,GE,600-0030-200
20048341,,RESISTOR,电阻总成,,,,GE,600-0030-200
20048343,АДАПТОР,ADAPTER,连接盘,263225.07,GE,,GE,600-0020-200
20048552,PIPE,BUSHING,管,22.78,,,NTE200,090-0140
20048553,BEND PLATE,BEND PLATE,弯板,283.92,,,NTE200,090-0140
20048557,,HOSE-BULK,风管,,,,NTE200,090-0100
20048558,,HOSE-BULK,风管,,,,NTE200,090-0100
20048559,,HOSE-BULK,风管,,,,NTE200,090-0100
20048560,,HOSE-BULK,风管,,,,NTE200,090-0100
20048561,,HOSE-BULK,风管,,,,NTE200,090-0100
20048562,,HOSE-BULK,风管,,,,NTE200,090-0100
20048563,,HOSE-BULK,风管,,,,NTE200,090-0100
20048570,MUFFLER,MUFFLER,消音装置,31403.99,,,NTE200,040-0080
20048572,AIR INLET DUCT,AIR INLET DUCT,进风口,13198.32,,,NTE200,040-0080
20048631,SCREEN,SCREEN,滤网,410.69,,,NTE200,040-0080
20048632,PLATE,PLATE,板,1194.22,,,NTE200,040-0080
20048670,BENT PLATE ASSY.,BENT PLATE ASSY.,弯板总成,1023.92,,,NTE200,040-0080
20048673,BENT PLATE ASSY.,BENT PLATE ASSY.,弯板总成,1190.39,,,NTE200,040-0080
20048831,,TRIM-ROOF,顶棚,,,,NTE200,090-0010
20048853,·VENT,AIR DIFFUSER,出风口,343.29,Кабина,,NTE200,090-0010
20048872,MOTOR-WINDOW REGULATOR--LEFT,MOTOR,升降器电机,675.54,Кабина,,NTE200,090-0040
20048881,"INSIDE PLATE ASSY
- LH",DOOR TRIM-LH,左门内板总成,3101.04,Кабина,,NTE200,090-0030
20048882,"INSIDE PLATE ASSY
- RH",DOOR TRIM-RH,右门内板总成,3101.04,Кабина,,NTE200,090-0040
20048883,LOCK FRONT-COVER PLATE-LOWER,LATCH,卡锁,202.58,Кабина,,NTE200,090-0010
20048884,HINGE-FRONT COVER PLATE-LOWER,HINGE,铰链,295.25,Кабина,,NTE200,090-0010
20048886,,CLOTHES HOOK,衣帽钩,,,,NTE200,090-0010
20048889,INTTRUMENT HOOD,DASHBOARD EDGING,仪表台护罩,3862.61,Кабина,,NTE200,090-0010
20048890,HOOD-STEERING COLUMN,SHIELD-STRCOL,转向柱护罩,2835.0,Кабина,,NTE200,090-0010
20048891,INSTRUMENT ASSY,DASHBOARD ASSY,仪表台总成,16585.37,Кабина,,NTE200,090-0010
20048994,,GUIDE,滑轨,,,,NTE200,050-0040
20049085,·SEAL-KIT----,SEAL-KIT,阀块密封包,3000.9,Рулевое управление,,NTE200,050-0150
20049086,·CHECK VAVLE,CHECK VAVLE ·ELECTROMAGNETIC,单向阀,1146.88,Рулевое управление,,NTE200,050-0150
20049087,·RELIEF VALVE,RELIEF VALVE,安全阀,1843.37,Рулевое управление,,NTE200,050-0150
20049188,PLATE,PLATE,板,427.73,,,NTE200,020-0020
20049317,PLATE,PLATEN,压板,5974.62,,,NTE200,020-0040
20049323,STEERING COLUMN,STEERING COLUMN,转向柱,13902.32,,,NTE200,090-0130
20049332,WASHER,WASHER,垫圈,179.82,,,NTE200,020-0040 040-0000
20049465,BRACKET-RIGHT LAMP,RIGHT LIGHT BRACKET,右大灯支架,1073.07,,,NTE200,030-0060
20049466,BRACKET-LEFT LAMP,LEFT LIGHT BRACKET,左大灯支架,1073.07,,,NTE200,030-0060
20049470,STEERING WHEEL,STEERING WHEEL,方向盘,2276.7,,,NTE200,090-0130
20049517,,ACCESS COVER,检修盖,,,,NTE200,090-0010
20049518,,LATCH,卡锁,,,,NTE200,090-0010
20049519,WENT-DEFROST,AIR DIFFUSER,除霜风口,111.73,Кабина,,NTE200,090-0010
20049521,·SUN BLIND,SUN BLIND,遮阳帘,908.5,Кабина,,NTE200,090-0010
20049523,,SHIELD ASSY-A/C,空调护罩,,,,NTE200,090-0010
20049524,,RAISER ASSY-RH,右升降器总成,,,,NTE200,090-0040
20049526,·MECHANISM - RISER (DOUBLEARM),ARM-SLIDING,升降器机构,908.5,Кабина,,NTE200,090-0040
20049551,MUD GUARD,MUD GUARD,挡泥板,705.93,,,NTE200,020-0110
20049552,BRACKET,BRACKET,支架,749.44,,,NTE200,020-0110
20049553,MUD GUARD,MUD GUARD,挡泥板,772.21,,,NTE200,020-0110
20049554,MUD GUARD,MUD GUARD,挡泥板,910.31,,,NTE200,020-0110
20049556,PLATE,PLATE,压条,246.11,,,NTE200,020-0110
20049557,BRACKET LEFT,BRACKET LEFT,左支架总成,1341.83,,,NTE200,020-0110
20049562,BEAD PLATE,BEAD PLATE,弯板,329.35,,,NTE200,020-0110
20049563,MUD GUARD,MUD GUARD,挡泥板,710.18,,,NTE200,020-0110
20049629,,CONTROL HANDLE,手柄总成,,,,NTE200,090-0050
20049644,Двигатель QSK50,ENGINE QSK50,发动机QSK50,6358093.56,Cummins,,NTE200,040-0000
20049645,,REDUCER UNION,变径接头,,,,NTE200,100-0030
20049700,,PRESSURE SWITCH,压力开关,,,,NTE200,100-0100
20049726,DISPLAY ASSEMBLY,DISPLAY ASSEMBLY,显示器总成,52526.05,,,NTE200,100-0220
20049749,,BRACKET,支架,,,,NTE200,040-0070 100-0170
20049768,DECAL-SERVICE,DECAL-SERVICE,保养提示贴片,607.53,,,NTE200,100-0190
20050033,O RING,O O RING,型圈,130.69,Гидравлическая система,,NTE200,050-0020
20050039,FLANGE PLUG,FLANGE PLUG,法兰堵头,47.34,,,NTE200,050-0040
20050054,,U U-CLIP,型卡子,,,,NTE200,040-0060
20050055,CLIP,CLIP,卡箍,1432.7,,,NTE200,040-0070 100-0170
